,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우
679,툼스톤,스콧 프랭크,,"(주)드림웨스트픽쳐스,(주)부메랑모션픽쳐스",(주)인벤트스톤,2014-09-18,미국,378,242707,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=툼스톤%09&section=all&ie=utf8,7.56,  액션  범죄  드라마  미스터리  스릴러   미국 분     감독   스콧 프랭크 출연   리암 니슨  댄 스티븐스  보이드 홀브룩   서부  액션  드라마  멜로로맨스   미국 분     감독   조지  코스마토스 출연   커트 러셀  발 킬머  마이클 빈  파워스 부스  로버트 존 버크  데이나 딜레이니  샘 엘리어트  스티븐 랭  테리 오퀸  조안나 파큘라  빌 팩스톤  제이슨 프리스틀리  마이클 루커  존 테니   액션  판타지  공포   미국 분     감독   로엘 르네 출연   대니 트레조  미키 루크   서부   미국 분     감독   폴 랜드리스  프랭크 맥도널드 출연   휴 오브라이언  브루스 박스라이트너
680,최강전사 미니특공대 : 새로운 악당의 습격,이영준,(주)삼지애니메이션,,에이원엔터테인먼트,2015-02-05,한국,318,154342,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=최강전사 미니특공대 : 새로운 악당의 습격%09&section=all&ie=utf8,7.56,  애니메이션   한국 분     감독   이영준 출연   엄상현  전태열  신용우  이소영  성완경  양정화
681,R2B: 리턴투베이스,김동원,"(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-08-15,한국,539,1201640,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=R2B: 리턴투베이스%09&section=all&ie=utf8,7.56,  액션  드라마   한국 분     감독   김동원 출연   비  유준상  신세경  김성수  이하나  이종석  정경호
682,캣츠 앤 독스 2,브래드 페이튼,시디2 필름,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-09-16,미국,161,109667,가족,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=캣츠 앤 독스 2%09&section=all&ie=utf8,7.57,  액션  코미디  가족   미국  오스트레일리아 분     감독   브래드 페이튼 출연   크리스 오도넬  베트 미들러  닉 놀테  제임스 마스던  크리스티나 애플게이트  캣 윌리엄스  닐 패트릭 해리스  션 헤이즈  월리스 쇼운  로저 무어  조 판토리아노  마이클 클락 던칸
683,클로버필드 10번지,댄 트라첸버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-04-07,미국,575,356976,미스터리,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=클로버필드 10번지%09&section=all&ie=utf8,7.57,  미스터리  스릴러   미국 분     감독   댄 트라첸버그 출연   메리 엘리자베스 윈스티드  존 굿맨  존 갤러거 주니어
684,독전: 익스텐디드 컷,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-07-18,한국,398,137684,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=독전: 익스텐디드 컷%09&section=all&ie=utf8,7.57,  범죄  액션   한국 분     감독   이해영 출연   조진웅  류준열  김주혁  김성령  박해준
685,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,한국,565,446379,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=반드시 잡는다%09&section=all&ie=utf8,7.57,  스릴러   한국 분     감독   김홍선 출연   백윤식  성동일
686,독전,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-05-22,한국,1357,5063489,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=독전%09&section=all&ie=utf8,7.57,  범죄  액션   한국 분     감독   이해영 출연   조진웅  류준열  김주혁  김성령  박해준   범죄  액션  드라마  스릴러   홍콩  중국 분     감독   두기봉 출연   고천락  임가동  순홍레이  황혁  협선
687,타잔 3D,라인하드 클루스,,우성엔터테인먼트,(주)싸이더스,2014-01-09,독일,527,597142,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=타잔 3D%09&section=all&ie=utf8,7.58,  애니메이션  액션  모험   독일 분     감독   라인하드 클루스 출연   켈란 루츠  스펜서 로크
688,에브리바디 올라잇,리사 촐로덴코,만달레이,코리아 코어 컨텐츠,(주)화천공사,2010-09-02,미국,126,61927,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=에브리바디 올라잇%09&section=all&ie=utf8,7.58,  코미디  드라마   미국 분     감독   리사 촐로덴코 출연   줄리안 무어  아네트 베닝  마크 러팔로  미아 와시코브스카  조쉬 허처슨
689,에베레스트,발타자르 코루마쿠르,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-09-24,미국,331,332180,어드벤처,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=에베레스트%09&section=all&ie=utf8,7.58,  모험  드라마  스릴러   영국  미국 분     감독   발타자르 코루마쿠르 출연   제이크 질렌할  로빈 라이트  키이라 나이틀리  제이슨 클락  조슈 브롤린  샘 워싱턴   다큐멘터리   미국 분     감독   스티븐 저드슨  그렉 맥길리브레이 출연   리암 니슨   드라마   일본 분     감독   히라야마 히데유키 출연   오카다 준이치  아베 히로시  오노 마치코   다큐멘터리   영국 분     감독    노엘   다큐멘터리   프랑스 분     감독   장 미셸 조르다
690,크로니클,조쉬 트랭크,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-03-15,미국,324,383862,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=크로니클%09&section=all&ie=utf8,7.58,  드라마    액션  스릴러   미국  영국 분     감독   조쉬 트랭크 출연   마이클  조던  알렉스 러셀  데인 드한  애슐리 힌쇼   액션    서스펜스   일본 분     감독   제제 타카히사 출연   오카다 마사키  소메타니 쇼타  나루미 리코   액션   중국 분     감독   마이위수   애니메이션   일본 분     감독   카와사키 이츠로   다큐멘터리   프랑스  멕시코 분     감독   앨리스 콜로메강
691,캡틴 하록,아라마키 신지,,(주)영화사 조은,(주)박수엔터테인먼트,2014-01-16,일본,120,17977,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=캡틴 하록%09&section=all&ie=utf8,7.58,  애니메이션    모험   일본 분     감독   아라마키 신지 출연   오구리 슌  미우라 하루마  아오이 유우   일본 분     감독   린타로   애니메이션  드라마     일본 분     감독   카츠마타 토모하루 출연   이노우에 마키오  토미야마 케이  아오노 다케시  이케다 슈이치  이시다 타로   애니메이션   일본     감독   린타로 출연   이노우에 마키오  배역명   캡틴 하록영화명   은하철도   이터널 판타지   감독   우다 코노스케  배역명   캡틴 하록영화명   하록사가니벨룽겐의반지라인의황금   감독   타케우치 노부오
692,노브레싱,조용선,"(주)영화사 수작,(주)팝콘에프앤엠,(주)더샘컴퍼니",,(주)나이너스엔터테인먼트,2013-10-30,한국,584,451669,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=노브레싱%09&section=all&ie=utf8,7.58,  드라마   한국 분     감독   조용선 출연   서인국  이종석  유리
693,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,일본,183,59611,액션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전%09&section=all&ie=utf8,7.59,  액션     일본 분     감독   카네다 오사무 출연   오자와 료타  이노우에 마사히로  아키야마 리나  이시마루 켄지로  토타니 키미토  오쿠다 타츠히토  와타나베 슈  사카타 리카코  시호  야마다 유키  바바 료마  사카키 히데오
694,미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2018-03-22,한국,458,99958,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=미니특공대X%09&section=all&ie=utf8,7.59,  애니메이션   한국 분     감독   이영준 출연   엄상현  전태열  이소영  신용우
695,원더풀 라디오,권칠인,"(주)영화사아이비젼,(주)대명문화공장",,(주)쇼박스,2012-01-05,한국,474,977470,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=원더풀 라디오%09&section=all&ie=utf8,7.59,  드라마   한국 분     감독   권칠인 출연   이민정  이정진
696,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,한국,1047,2931897,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=프리즌%09&section=all&ie=utf8,7.59,  범죄  액션   한국 분     감독   나현 출연   한석규  김래원  강신일   한국 분     감독   김현성   드라마   캐나다 분     감독   토마스 쉔델 출연   로이드 베리  안소니 홀랜드  앤드리 펠리티어  윈스턴 리커트  알란 스카피  하워드 스토리  데일 윌슨  존 라이트   모험  범죄  드라마  스릴러   미국 분     감독   바비 로스  케빈 훅스  드와이트  리틀  카렌 가비올라  마이클 스위처  그레그 야타네스  빈센트 미시아노  밀란 체이로브  브래드 터너  제이스 알렉산더  맷 얼 비슬리  브라이언 스파이서  세르지오 미니카게잔  넬슨 맥코믹  게리  브라운 출연   도미닉 퍼셀  웬트워스 밀러  아마우리 놀라스코  로버트 네퍼  사라 웨인 콜리스  웨이드 윌리암스  윌리암 피츠너  폴 어델스타인  마샬 올맨  록몬드 던바   코미디  액션   미국 분     감독   롭 슈나이더 출연   롭 슈나이더  데이빗 캐러딘  배역명   보이 블루  프리어 밀러  프리즌 가드영화명   장화신은 고양이   감독   크리스 밀러  배역명   프리즌 가드영화명   화이트 나이트   감독   제시 바겟  배역명   프리즌 가드영화명   부라더    감독   제임스 프랭코  배역명   프리즌 가드영화명   노바디 노우스 애니씽   감독   윌리엄 태넌  배역명   프리즌 로이어영화명   노바디 노우스 애니씽   감독   윌리엄 태넌
697,바람과 함께 사라지다,김주호,"(주)두타연,(주)에이디사공육",,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,한국,694,4897551,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=바람과 함께 사라지다%09&section=all&ie=utf8,7.59,  코미디  액션   한국 분     감독   김주호 출연   차태현  오지호  민효린  성동일  신정근  고창석   드라마  전쟁  멜로로맨스   미국 분     감독   빅터 플레밍 출연   클라크 게이블  비비안 리  레슬리 하워드  올리비아 드 하빌랜드
698,사이드 이펙트,스티븐 소더버그,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2013-07-11,미국,172,37134,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=사이드 이펙트%09&section=all&ie=utf8,7.6,  액션  드라마     스웨덴 분     감독   안드레아스 클리멘트  안드레 헤데토프트 출연   라파엘 페테르슨  리카르드 비요크  에밀리아 한손   스릴러  범죄  드라마   미국 분     감독   스티븐 소더버그 출연   채닝 테이텀  주드 로  캐서린 제타 존스  루니 마라   드라마   캐나다 분     감독   로베르토 피레스   드라마   영국 분     감독   명재하   코미디   멕시코 분     감독   이사 로페즈 출연   마리나 데 타비라  알레한드라 골라스  아르투로 바르바  페드로 이즈쿠에르도
699,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,미국,207,78049,SF,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=엑스 마키나%09&section=all&ie=utf8,7.6,  드라마    스릴러   미국  영국 분     감독   알렉스 가랜드 출연   도널 글리슨  알리시아 비칸데르  오스카 아이삭   애니메이션   브라질 분     감독   에두아르도 와타나베 히베이로   애니메이션  액션     일본 분     감독   아라마키 신지 출연   코바야시 아이  야마데라 코이치  배역명   데우스 엑스 마키나영화명   미래일기   감독   호소다 나오토
700,손오공: 돌원숭이의 탄생,"스기노 아키오,후미히로 요시무라",,에이원엔터테인먼트,에이원엔터테인먼트,2012-09-13,일본,83,10965,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=손오공: 돌원숭이의 탄생%09&section=all&ie=utf8,7.6,  애니메이션  모험   일본 분     감독   스기노 아키오  요시무라 후미히로 출연   유카  모리타 준페이  오오츠카 아키오  스즈키 히로미츠
